TICKER	FIGI_TICKER	FIGI	TITLE	PUBLICATION_DATE	URL	SUMMARY
XOM	XOM:US	BBG000GZQ728	5 Top Oil Dividend Stocks to Buy Now	2017-12-09T15:33:00.000+00:00	https://finance.yahoo.com/news/5-top-oil-dividend-stocks-153300252.html?.tsrc=rss	"While oil stock dividends are down significantly in recent years due to lower prices, these five producers offer attractive yields that they can easily support at current oil prices."
XOM	XOM:US	BBG000GZQ728	Energy Recap: The Tax Bills Vs. Sustainable Energy	2017-12-09T01:12:17.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DnUFck74BT0/energy-recap-the-tax-bills-vs-sustainable-energy-cm889247	By SA Editor Michelle Carini BySA Editor Michelle Carini Welcome to the latest edition of the Energy Recap On Saturday Dec 2 the Senate passed an extensive tax bill which along with the House tax reform bill passed last month could have a negative impact on the sustainable
XOM	XOM:US	BBG000GZQ728	Eni Meets $4.7 Billion Financial Close for Coral South FLNG	2017-12-08T23:10:56.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1zFYChQ4IRU/eni-meets-47-billion-financial-close-for-coral-south-flng-cm889204	Eni S p A E recently announced that it has achieved financial closure for the Coral South floating liquefied natural gas FLNG project located in Area 4 of Rovuma Basin offshore Mozambique Investors should know that 4 7 billion financing for the FLNG development has been confirmed by
XOM	XOM:US	BBG000GZQ728	Italy's Eni targets plastics purchase in strategy shift - sources	2017-12-08T22:11:59.000+00:00	https://finance.yahoo.com/news/italys-eni-targets-plastics-purchase-170542727.html?.tsrc=rss	"Energy firm Eni aims to express an interest in bidding for an Italian bioplastics business in a move that underlines a longer-term desire to hedge its exposure to oil and gas, financial sources said.  Eni wants to revive its chemicals, retail and refining businesses to offset volatility in oil prices and regain favour with investors after its shares underperformed those of industry rivals in the past three years, the sources said.  The state-controlled major is looking at the Italian assets of bioplastics multinational Mossi Ghisolfi, which has been put under creditor protection, two banking sources said."
XOM	XOM:US	BBG000GZQ728	Where Will Chevron (CVX) Spend the Bulk of Its 2018 Capex?	2017-12-08T20:13:45.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7ZvTcV6X3ck/where-will-chevron-cvx-spend-the-bulk-of-its-2018-capex-cm889106	Chevron Corporation CVX offered a glimpse of its 2018 capital spending plans The company has set its capital and exploratory budget at 18 3 billion down by 4 from its 2017 projected investment of less than 19 billion Next year s budget is also around 18 lower than the company s
XOM	XOM:US	BBG000GZQ728	Koch-Backed Business Group Splinters in Climate-Change Dispute	2017-12-08T17:49:31.000+00:00	http://finance.yahoo.com/r/981c1af4-8efa-3aeb-b652-d4a4e38d8f3b/corporate-revolt-has-business-group-at-a-crossroads-over-climate?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss	"A business-backed group that rose to prominence by prodding state legislatures to cut taxes, environmental regulations and gun restrictions, now finds itself at a crossroads amid declining membership and ..."
XOM	XOM:US	BBG000GZQ728	First Mobil gas station opens in Mexico.	2017-12-08T16:17:32.000+00:00	https://www.yahoo.com/news/first-mobil-gas-station-opens-161732525.html?.tsrc=rss	"Exxon Mobil opened its first gas station in Quertaro, Mexico. As Fred Katayama reports, this follows Mexico's market reforms that ended Pemex's monopoly in everything from crude production to retail sales."
XOM	XOM:US	BBG000GZQ728	Enbridge Fetches C$1.5 Billion From Common Stock Offering	2017-12-08T15:15:39.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1uYv82z9Erw/enbridge-fetches-c15-billion-from-common-stock-offering-cm888836	Enbridge Inc ENB recently announced the conclusion of a common stock offering A total of 33 456 003 stocks were offered to select investors through private placement that fetched as much as C 1 5 billion The firm will likely utilize the proceeds to finance capital projects and lower
XOM	XOM:US	BBG000GZQ728	BP to Spend $227 Million on New Lubricant Facility in China	2017-12-08T14:02:02.000+00:00	https://finance.yahoo.com/news/bp-spend-227-million-lubricant-140202268.html?.tsrc=rss	BP looks to capture the growing market of premium lubricants in the world&apos;s second-largest economy.
XOM	XOM:US	BBG000GZQ728	ExxonMobil-Grupo to Penetrate Mexican Fuel Business	2017-12-08T13:31:01.000+00:00	https://finance.yahoo.com/news/exxonmobil-grupo-penetrate-mexican-fuel-133101036.html?.tsrc=rss	"Being the first company to capitalize on Mexico&apos;s new energy model, ExxonMobil (XOM) will benefit by offering an integrated product offering in the entire fuels value chain."
XOM	XOM:US	BBG000GZQ728	"Dow 30 Stock Roundup: UnitedHealth to Buy DaVita Unit for $4.9B, Chevron to Cut CapEx in 2018"	2017-12-08T13:17:01.000+00:00	https://finance.yahoo.com/news/dow-30-stock-roundup-unitedhealth-131701975.html?.tsrc=rss	The Dow endured a volatile week even as Republicans tasted success on the tax legislation front.
XOM	XOM:US	BBG000GZQ728	Interior delays Obama-era regulation on methane emissions	2017-12-08T01:14:36.000+00:00	https://finance.yahoo.com/news/interior-delays-obama-era-regulation-213150874.html?.tsrc=rss	The Interior Department said Thursday it is delaying an Obama-era regulation aimed at restricting harmful methane emissions from oil and gas production on federal lands. A rule being published in the Federal ...
XOM	XOM:US	BBG000GZQ728	Interior delays Obama-era regulation on methane emissions	2017-12-07T22:35:39.000+00:00	http://finance.yahoo.com/r/00bb8ae7-31b4-3405-9d55-16234f34f7db/interior-delays-obama-era-regulation-213150874.html?.tsrc=rss	WASHINGTON (AP) — The Interior Department said Thursday it is delaying an Obama-era regulation aimed at restricting harmful methane emissions from oil and gas production on federal lands.
XOM	XOM:US	BBG000GZQ728	"ExxonMobil, Chevron, Shell paid no tax in Australia for 2016"	2017-12-07T21:52:22.000+00:00	https://finance.yahoo.com/news/exxonmobil-chevron-shell-paid-no-112355520.html?.tsrc=rss	"Exxon Mobil Corp and Chevron Corp paid no tax in Australia in the 2016 financial year, the third year in a row, despite reporting billions of dollars in income from operations in the country, a report from the tax office showed on Thursday.  Exxon Mobil, which has oil and gas production in the Bass Strait and a stake in the giant Gorgon LNG project among other assets in Australia, reported A$6.7 billion (3.73 billion pounds) in income, but it reported a loss for taxable income and paid no tax, similar to the previous two years.  Exxon said it had no taxable income as it has invested nearly A$18 billion over the past few years on major projects including Gorgon and the Kipper Tuna Turrum field."
XOM	XOM:US	BBG000GZQ728	The Solar Tech That Is Making Cleaner Oil	2017-12-07T21:00:00.000+00:00	https://finance.yahoo.com/news/solar-tech-making-cleaner-oil-210000638.html?.tsrc=rss	"As oil’s supermajors face increasing scrutiny over environmental practices, a new innovation is helping producers clean up their act"
XOM	XOM:US	BBG000GZQ728	"Gasoline Slumps on Huge Build, Crude Down Despite Big Draw"	2017-12-07T19:45:07.000+00:00	https://finance.yahoo.com/news/gasoline-slumps-huge-build-crude-194507267.html?.tsrc=rss	"Meanwhile, U.S. output rose by 25,000 barrels per day last week to 9.7 million barrels per day - the most since the EIA started maintaining weekly data in 1983."
XOM	XOM:US	BBG000GZQ728	Will 2018 Be Suncor Energy Inc.'s Best Year Yet?	2017-12-07T18:14:38.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2cJ66yMmeeU/will-2018-be-suncor-energy-incs-best-year-yet-cm888434	This year has been a solid one for Canadian oil sands giant Suncor Energy NYSE SU While the company s total return of 7 5 through early December has trailed the red hot 160 stock market it still delivered stellar operating results Oil sands production is on pace to
XOM	XOM:US	BBG000GZQ728	"Energy Sector Update for 12/07/2017: XOM,HCLP,WEC"	2017-12-07T18:11:57.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/W80E39BR70s/energy-sector-update-for-12072017-xomhclpwec-cm888470	Top Energy StocksTop Energy Stocks XOM 0 26 XOM 0 26 CVX 0 09 CVX 0 09 COP 0 23 COP 0 23 SLB 0 16 SLB 0 16 OXY 0 33 OXY 0 33 Energy stocks were edging higher with the NYSE Energy Sector Index rising almost 0 3 while shares of energy companies in the S amp P 500 were up 0 1 as
XOM	XOM:US	BBG000GZQ728	Sinopec May Reduce Exposure in African Energy Resources	2017-12-07T17:53:05.000+00:00	https://finance.yahoo.com/news/sinopec-may-reduce-exposure-african-175305788.html?.tsrc=rss	Weak commodity price and a militant attack have compelled Sinopec to consider of divesting oil resources in Nigeria and Gabon.
XOM	XOM:US	BBG000GZQ728	Will 2018 Be Suncor Energy Inc.&apos;s Best Year Yet?	2017-12-07T16:31:00.000+00:00	https://finance.yahoo.com/news/2018-suncor-energy-inc-apos-163100706.html?.tsrc=rss	It all depends on what metric you measure.
XOM	XOM:US	BBG000GZQ728	5 Dividend Growth Stocks With Upside To Analyst Targets	2017-12-07T16:13:10.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/G_z7N0apjPE/5-dividend-growth-stocks-with-upside-to-analyst-targets-cm888211	To become a Dividend Aristocrat a dividend paying company must accomplish an incredible feat consistently increase shareholder dividends every year for at least 20 consecutive years Companies with this kind of track record tend to attract a lot of investor attention and
XOM	XOM:US	BBG000GZQ728	"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, Andeavor, PBF Energy and Phillips 66"	2017-12-07T14:21:02.000+00:00	https://finance.yahoo.com/news/zacks-analyst-blog-highlights-exxonmobil-142102446.html?.tsrc=rss	"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, Andeavor, PBF Energy and Phillips 66"
XOM	XOM:US	BBG000GZQ728	"The Zacks Analyst Blog Highlights: ExxonMobil, Oracle, Shell, HP and T. Rowe Price"	2017-12-07T14:19:02.000+00:00	https://finance.yahoo.com/news/zacks-analyst-blog-highlights-exxonmobil-141902571.html?.tsrc=rss	"The Zacks Analyst Blog Highlights: ExxonMobil, Oracle, Shell, HP and T. Rowe Price"
XOM	XOM:US	BBG000GZQ728	Why Exxon Mobil is a Top 25 Dividend Giant (XOM)	2017-12-07T14:13:14.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/IKjO005Qjic/why-exxon-mobil-is-a-top-25-dividend-giant-xom-cm888055	Exxon Mobil Corp Symbol XOM has been named as a Top 25 Dividend Giant by ETF Channel with a staggering 23 04B worth of stock held by ETFs and above average DividendRank statistics including a strong 3 75 yield according to the most recent Dividend Channel
XOM	XOM:US	BBG000GZQ728	ExxonMobil and Instituto de Tecnologia Quimica Discover New Material That Could Significantly Reduce the Amount of Energy and Emissions Associated with Ethylene Production	2017-12-07T14:00:00.000+00:00	https://finance.yahoo.com/news/exxonmobil-instituto-tecnologia-quimica-discover-140000946.html?.tsrc=rss	"Scientists from ExxonMobil and the Instituto de Tecnologia Quimica in Valencia, Spain have discovered a potentially revolutionary new material that could significantly reduce the amount of energy and emissions associated with the production of ethylene."
XOM	XOM:US	BBG000GZQ728	"ExxonMobil, Chevron, Shell paid no tax in Australia for 2016"	2017-12-07T12:48:32.000+00:00	https://finance.yahoo.com/news/exxonmobil-chevron-shell-paid-no-112556837.html?.tsrc=rss	"Exxon Mobil Corp (XOM.N) and Chevron Corp (CVX.N) paid no tax in Australia in the 2016 financial year, the third year in a row, despite reporting billions of dollars in income from operations in the country, a report from the tax office showed on Thursday.  Exxon Mobil, which has oil and gas production in the Bass Strait and a stake in the giant Gorgon LNG project among other assets in Australia, reported A$6.7 billion ($5.0 billion) in income, but it reported a loss for taxable income and paid no tax, similar to the previous two years.  Exxon said it had no taxable income as it has invested nearly A$18 billion over the past few years on major projects including Gorgon and the Kipper Tuna Turrum field."
XOM	XOM:US	BBG000GZQ728	First Mobil-branded Service Stations to Open in Mexico	2017-12-07T00:00:00.000+00:00	https://finance.yahoo.com/news/first-mobil-branded-stations-open-000000138.html?.tsrc=rss	ExxonMobil announced today a partnership with retailer Grupo Orsan to open eight Mobil-branded service stations this week in Querétaro as part of the company’s entry in Mexico’s fuels market.
XOM	XOM:US	BBG000GZQ728	"Top Stock Reports for ExxonMobil, Oracle & Shell"	2017-12-06T22:09:17.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-uIYpfCEVKE/top-stock-reports-for-exxonmobil-oracle-shell-cm887923	Wednesday December 6 2017 The Zacks Research Daily presents the best research output of our analyst team Today s Research Daily features new research reports on 16 major stocks including ExxonMobil XOM Oracle ORCL and Shell RDS A These research reports have been hand picked from
XOM	XOM:US	BBG000GZQ728	Why Refiners Are Big Winners Under Trump's Tax Reform Plan	2017-12-06T20:08:28.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5g7GrR0XTRY/why-refiners-are-big-winners-under-trumps-tax-reform-plan-cm887783	Things can change very quickly in the oil market Just a few months ago or until September the commodity had a very difficult year when the broader market was hitting all time highs In June U S West Texas Intermediate WTI fell to nearly 42 a barrel the lowest in ten months Since
XOM	XOM:US	BBG000GZQ728	"Top Stock Reports for ExxonMobil, Oracle & Shell"	2017-12-06T19:36:07.000+00:00	https://finance.yahoo.com/news/top-stock-reports-exxonmobil-oracle-193607443.html?.tsrc=rss	"Top Stock Reports for ExxonMobil, Oracle & Shell"
XOM	XOM:US	BBG000GZQ728	"Energy Sector Update for 12/06/2017: XOM,NEP,NEE,PXS"	2017-12-06T18:27:22.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/WjbVEOsmCUU/energy-sector-update-for-12062017-xomnepneepxs-cm887717	Top Energy StocksTop Energy Stocks XOM 0 42 XOM 0 42 CVX 0 45 CVX 0 45 COP 0 98 COP 0 98 SLB 2 29 SLB 2 29 OXY 1 00 OXY 1 00 Energy stocks were sharply lower today with the NYSE Energy Sector Index sinking nearly 1 4 while shares of energy companies in the S amp P 500 were
XOM	XOM:US	BBG000GZQ728	Expect a big market selloff Friday if the payrolls number comes in under 150k: NYSE trader	2017-12-06T18:20:00.000+00:00	https://finance.yahoo.com/video/expect-big-market-selloff-friday-182052384.html?.tsrc=rss	"Alan Valdes, director of floor operations at Silverbear Capital, joins Yahoo Finance's Alexis Christoforous from the floor of the New York Stock Exchange to discuss the ADP Payrolls report today and Friday's monthly BLS Employment Situation report."
XOM	XOM:US	BBG000GZQ728	Oil Stocks Ready to Burst as Trump's Jerusalem Designation Stirs High Drama	2017-12-06T18:02:00.000+00:00	http://finance.yahoo.com/r/4d7cce43-2218-3dd0-8bef-edaa6dddd159/oil-stocks-set-to-win-as-trump-s-jerusalem-designation-stirs-drama.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss	Oil prices have quietly been charging higher on a rally that's been beating the stock market since this summer. These are the energy stocks that could benefit most as geopolitical risk rises this week....
XOM	XOM:US	BBG000GZQ728	"Noteworthy ETF Inflows: VTV, XOM, PG, CVX"	2017-12-06T17:06:44.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/pXvQH4Sf1hk/noteworthy-etf-inflows-vtv-xom-pg-cvx-cm887612	Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the Vanguard Value ETF Symbol VTV where we have detected an approximate 149 5 million dollar inflow that s a 0 4 increase week over week in outstanding units
XOM	XOM:US	BBG000GZQ728	Williams Partners Starts Operations at Virginia Southside II	2017-12-06T15:15:33.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/CM_Hf242Wos/williams-partners-starts-operations-at-virginia-southside-ii-cm887409	Williams Partners L P WPZ recently announced that the Virginia Southside II expansion project has initiated operations Virginia Southside II is the fifth of the five major expansion projects of the Transco pipeline system in 2017 With the announcement all the expansion projects
XOM	XOM:US	BBG000GZQ728	Exxon Jumping in to Mexico Fuel Market With First U.S. Cargo	2017-12-06T14:48:34.000+00:00	http://finance.yahoo.com/r/df32d491-b383-3e8f-ac60-218f16f904ce/exxon-jumping-in-to-mexico-s-fuel-market-with-first-u-s-cargo?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss	Exxon Mobil Corp. is joining Chevron Corp. and other U.S. refiners to supply the newly free Mexican fuel market.
XOM	XOM:US	BBG000GZQ728	See what the IHS Markit Score report has to say about Exxon Mobil Corp.	2017-12-06T13:07:35.000+00:00	https://finance.yahoo.com/news/see-ihs-markit-score-report-130735391.html?.tsrc=rss	Exxon Mobil Corp NYSE:XOM
XOM	XOM:US	BBG000GZQ728	Passive Fund Providers Take an Active Approach to Investment Stewardship	2017-12-06T12:00:00.000+00:00	http://finance.yahoo.com/r/3c676ce9-dd92-3690-8c63-d24ec5226fc6/article.aspx?id=839337&SR=Yahoo&yptr=yahoo&.tsrc=rss	The shift to index investing hasn't led to an abdication of stewardship responsibilities.
XOM	XOM:US	BBG000GZQ728	"In Europe, Tillerson carries on but with diminished standing"	2017-12-06T01:57:55.000+00:00	http://finance.yahoo.com/r/719e9d09-6326-3471-b302-a0c9530992da/job-security-questioned-tillerson-tour-europe-anyway-064015280.html?.tsrc=rss	"BRUSSELS (AP) — What do you do when you're America's top diplomat, fourth in line to the presidency, and the White House makes it publicly known you're living on borrowed time? If you're Secretary of State Rex Tillerson, you brush it off, pack a suitcase and hop a flight to Europe, as if nothing had happened."
XOM	XOM:US	BBG000GZQ728	"Oil & Gas Stock Roundup: Exxon's Restructuring, Shell's Cash Dividend Resumption & More"	2017-12-06T00:10:27.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/J0mB1xtCzn4/oil-gas-stock-roundup-exxons-restructuring-shells-cash-dividend-resumption-more-cm887276	It was a week where the price of oil ended slightly lower However natural gas futures rose sharply On the news front the world s largest publicly traded oil company ExxonMobil Corp XOM has decided to combine its refining and marketing units while Anglo Dutch oil giant Royal Dutch Shell
XOM	XOM:US	BBG000GZQ728	6 High Tax Paying Stocks to Buy Now	2017-12-06T00:08:26.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/n39pMKJXMmw/6-high-tax-paying-stocks-to-buy-now-cm887292	InvestorPlace Stock Market News Stock Advice amp Trading Tips The Senate narrowly passed a tax bill over the weekend in a 51 49 vote that will revamp the U S tax system This led President Trump to 160 tweet With the great vote on Cutting Taxes
XOM	XOM:US	BBG000GZQ728	"Oil & Gas Stock Roundup: Exxon&apos;s Restructuring, Shell&apos;s Cash Dividend Resumption & More"	2017-12-05T21:42:09.000+00:00	https://finance.yahoo.com/news/oil-gas-stock-roundup-exxon-214209638.html?.tsrc=rss	"ExxonMobil (XOM) has decided to combine its refining and marketing units, while Royal Dutch Shell (RDS.A) restored its full-cash dividend after more than two years."
XOM	XOM:US	BBG000GZQ728	Exxon Mobil appeals order to turn over climate info to state	2017-12-05T21:40:31.000+00:00	https://finance.yahoo.com/news/exxon-mobil-appeals-order-turn-over-climate-state-185559225.html?.tsrc=rss	Exxon Mobil asked the state's highest court Tuesday to block an order that the company hand over documents related to a state investigation into whether it misled the public about the impact of fossil ...
XOM	XOM:US	BBG000GZQ728	Oil Markets Calm After OPEC Storm	2017-12-05T20:00:00.000+00:00	https://finance.yahoo.com/news/oil-markets-calm-opec-storm-200000926.html?.tsrc=rss	"Following a volatile build up to the OPEC meeting, oil markets have calmed significantly on the news of a successful extension"
XOM	XOM:US	BBG000GZQ728	"In Europe, Tillerson carries on but with diminished standing"	2017-12-05T19:56:08.000+00:00	https://finance.yahoo.com/news/job-security-questioned-tillerson-tour-europe-anyway-064015280.html?.tsrc=rss	"What do you do when you're America's top diplomat, fourth in line to the presidency, and the White House makes it publicly known you're living on borrowed time? If you're Secretary of State Rex Tillerson, ..."
XOM	XOM:US	BBG000GZQ728	Exxon takes climate-change probe fight to Massachusetts top court	2017-12-05T18:57:21.000+00:00	https://finance.yahoo.com/news/exxon-takes-climate-change-probe-182823924.html?.tsrc=rss	"Exxon Mobil Corp urged  Massachusetts' top court on Tuesday to block the state's  attorney general from obtaining records to investigate whether  the company for decades concealed its knowledge of the role  fossil fuels have on climate change.  A lawyer for Exxon told justices on the Massachusetts  Supreme Judicial Court that his arguments were focused only on  whether Attorney General Maura Healey had jurisdiction to seek  records to probe whether the oil company misled consumers and  investors.  We are not asking this court to weigh in on the causes of  climate change, Justin Anderson, Exxon's lawyer, said."
XOM	XOM:US	BBG000GZQ728	Exxon takes climate-change probe fight to Massachusetts top court	2017-12-05T18:30:12.000+00:00	https://finance.yahoo.com/news/exxon-takes-climate-change-probe-183012120.html?.tsrc=rss	Exxon Mobil Corp (XOM.N) urged Massachusetts' top court on Tuesday to block the state's attorney general from obtaining records to investigate whether the company for decades concealed its knowledge of the role fossil fuels have on climate change.  A lawyer for Exxon told justices on the Massachusetts Supreme Judicial Court that his arguments were focused only on whether Attorney General Maura Healey had jurisdiction to seek records to probe whether the oil company misled consumers and investors.
XOM	XOM:US	BBG000GZQ728	GM's In-Car Food Ordering	2017-12-05T17:23:00.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ucIhLbQW2yQ/gms-incar-food-ordering-20171205-01297	GM's In-Car Food Ordering
XOM	XOM:US	BBG000GZQ728	Shell (RDS.A) Inks Gas Supply Deal for Australian Project	2017-12-05T17:13:41.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/PEzDMJ1o_Fo/shell-rdsa-inks-gas-supply-deal-for-australian-project-cm886945	Two of Royal Dutch Shell plc s RDS A Australia focused joint ventures have recently entered into an agreement to address the energy crisis in that country Arrow Energy which is jointly owned by Shell and PetroChina Company Limited PTR inked a supply deal pertaining to a Shell
XOM	XOM:US	BBG000GZQ728	The 30 Largest Companies on the Stock Market	2017-12-05T16:09:35.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1E2BHveo37o/the-30-largest-companies-on-the-stock-market-cm886756	Image source Getty Images The stock market continues to prove itself as one of the best places for people to grow their wealth With the markets up strongly this year the total market capitalization that is the total market value of companies shares of the U S
XOM	XOM:US	BBG000GZQ728	Shell (RDS.A) Inks Gas Supply Deal for Australian Project	2017-12-05T14:41:02.000+00:00	https://finance.yahoo.com/news/shell-rds-inks-gas-supply-144102214.html?.tsrc=rss	Two of Royal Dutch Shell plc&apos;s (RDS.A) Australian focused joint-ventures have recently entered into an agreement to address the energy crisis in Australia.
XOM	XOM:US	BBG000GZQ728	Israel expects gas to flow from east Mediterranean to Europe	2017-12-05T14:22:35.000+00:00	http://finance.yahoo.com/r/a4079486-a893-3f22-b8a6-944551883483/israel-expects-gas-flow-east-122216154.html?.tsrc=rss	"NICOSIA, Cyprus (AP) — A potential undersea pipeline carrying natural gas from deposits in the eastern Mediterranean to Europe is &quot;very realistic&quot; and could help secure the continent's energy future, Israel's energy minister said Tuesday."
XOM	XOM:US	BBG000GZQ728	ExxonMobil's (XOM) Affiliate Inks 3 Exploration Contracts	2017-12-05T14:09:15.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kbBVmlzc_mg/exxonmobils-xom-affiliate-inks-3-exploration-contracts-cm886731	ExxonMobil Corporation s XOM wholly owned affiliate ExxonMobil Exploration and Production Mauritania Deepwater Ltd has inked production sharing contracts with the government of Mauritania The contracts are related to three deepwater offshore blocks C22 C17 and C14 Located
XOM	XOM:US	BBG000GZQ728	ExxonMobil&apos;s (XOM) Affiliate Inks 3 Exploration Contracts	2017-12-05T12:56:12.000+00:00	https://finance.yahoo.com/news/exxonmobil-apos-xom-affiliate-inks-125612964.html?.tsrc=rss	ExxonMobil&apos;s (XOM) wholly owned affiliate inks production sharing contracts with the government of Mauritania relating to three deepwater offshore blocks.
XOM	XOM:US	BBG000GZQ728	Wired News – Exxon Mobil to Combine Refining and Marketing Divisions; Appoints Bryan Milton as President of the Combined Unit	2017-12-05T12:50:00.000+00:00	https://finance.yahoo.com/news/wired-news-exxon-mobil-combine-125000217.html?.tsrc=rss	"LONDON, UK / ACCESSWIRE / December 05, 2017 / Active-Investors issued a free report on Exxon Mobil Corp. (NYSE: XOM ), which is readily accessible upon registration at www.active-investors.com/registration-sg/?symbol=XOM ..."
XOM	XOM:US	BBG000GZQ728	Exxon climate-change probe goes to Massachusetts top court	2017-12-05T11:00:00.000+00:00	https://finance.yahoo.com/news/exxon-climate-change-probe-goes-110000854.html?.tsrc=rss	"Exxon Mobil Corp will urge  Massachusetts' top court on Tuesday to allow it to avoid handing  over records to the state's attorney general amid a probe into  whether the oil company misled investors and consumers about its  knowledge of climate change.  The Massachusetts Supreme Judicial Court is scheduled to  hear arguments over Exxon's bid to overturn a lower-court ruling  that required the company to turn over documents to Attorney  General Maura Healey as part of the investigation.  Healey, a Democrat, and New York Democratic Attorney General  Eric Schneiderman sought records after news reports in 2015  about how Exxon's own scientists determined that reducing fossil  fuel combustion was needed to mitigate the impact of climate  change."
XOM	XOM:US	BBG000GZQ728	Why An Oil Company Plans To Build California's Biggest Solar Energy Project	2017-12-05T00:13:00.000+00:00	http://finance.yahoo.com/r/24f834b0-c2bf-39f2-acd7-9acd672705d2/why-an-oil-company-plans-to-build-californias-biggest-solar-energy-project?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss	Exxon/Shell joint venture Aera Energy takes another step in the ongoing decarbonization of fossil fuel
XOM	XOM:US	BBG000GZQ728	3 Oil Stocks to Buy to Take Advantage of the Commodities Rally	2017-12-05T00:06:39.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/GubW7f0slLQ/3-oil-stocks-to-buy-to-take-advantage-of-the-commodities-rally-cm886580	InvestorPlace Stock Market News Stock Advice amp Trading Tips With oil prices continuing to hover around new 52 week highs 160 increased investor interest in oil stocks and commodity related businesses has spurred a search for value amid a sector that has seen valuations drop to lows
XOM	XOM:US	BBG000GZQ728	3 Big Oil Stocks to Consider Buying Now	2017-12-04T22:43:53.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/w9W8uj8Njf4/3-big-oil-stocks-to-consider-buying-now-cm886521	The oil industry endured a brutal year in 2016 when crude plunged into the 20s However 2017 has been much better thanks to some help from OPEC which along with several non member nations cut production to drain off some of the market s excess supply Those actions helped prop up
XOM	XOM:US	BBG000GZQ728	3 Energy Stocks That Are Blazing a Trail	2017-12-04T21:14:08.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UgRMWWsDyNE/3-energy-stocks-that-are-blazing-a-trail-cm886496	InvestorPlace Stock Market News Stock Advice amp Trading Tips The recovery in oil prices is lengthening its stride The same can be said about the nascent rebound in energy stocks All told crude light is up 37 since bottoming mid year at 42 05 Its trend is now pointing higher
XOM	XOM:US	BBG000GZQ728	"With Its Finances Improving, Is It Time to Buy BP Stock?"	2017-12-04T20:07:26.000+00:00	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8zeHgvzPEF0/with-its-finances-improving-is-it-time-to-buy-bp-stock-cm886468	InvestorPlace Stock Market News Stock Advice amp Trading Tips BP plc ADR NYSE BP stock is up 7 2 year to date 160 According to Nasdaq oil prices are slightly up in 2017 while natural gas prices are down Rising oil prices help all of the four oil
XOM	XOM:US	BBG000GZQ728	3 Big Oil Stocks to Consider Buying Now	2017-12-04T20:07:00.000+00:00	https://finance.yahoo.com/news/3-big-oil-stocks-consider-200700984.html?.tsrc=rss	"Despite an improvement in oil prices this year, several big oil stocks have lost value, which makes them compelling options for investors."
XOM	XOM:US	BBG000GZQ728	3 Oil Stocks to Buy to Take Advantage of the Commodities Rally	2017-12-04T20:01:54.000+00:00	https://finance.yahoo.com/news/3-oil-stocks-buy-advantage-200154213.html?.tsrc=rss	"With oil prices continuing to hover around new 52-week highs, increased investor interest in oil stocks and commodity-related businesses has spurred a search for value amid a sector that has seen valuations drop to lows not seen in quite some time.  With investors fearing a reversion to the mean among sectors such as technology, which have seen valuation multiples sky rocket in recent years, hedging a portfolio chock full of growth plays by sprinkling in some value is always a good idea.  In today’s rising commodity price environment, there is perhaps no better time for investors to take a deep dive into oil and gas."
